index,EN,PT
8035,I feel strange.,Estou me sentindo estranho.
8036,I feel useless.,Eu me sinto inútil.
8037,I feel useless.,Me sinto inútil.
8038,I fell in love.,Eu me apaixonei.
8039,I felt tricked.,Eu me senti enganado.
8040,I felt tricked.,Me senti enganado.
8041,I followed Tom.,Eu segui Tom.
8042,I followed you.,Eu te segui.
8043,I followed you.,Eu segui você.
8044,I gave my word.,Eu dei a minha palavra.
8045,I get the idea.,Entendi.
8046,I get the idea.,Eu entendi.
8047,I give my word.,Dou a minha palavra.
8048,I go to church.,Eu vou à igreja.
8049,I go to school.,Vou para a escola.
8050,I go to school.,Eu vou para a escola.
8051,I got divorced.,Divorciei-me.
8052,I got expelled.,Eu fui expulso.
8053,I got expelled.,Eu fui expulsa.
8054,I got homesick.,Eu tenho saudades de casa.
8055,I got promoted.,Eu fui promovido.
8056,I got up early.,Eu me levantei cedo.
8057,I grew a beard.,Eu cresci uma barba.
8058,I grew a beard.,Cresci uma barba.
8059,I grew up here.,Eu cresci aqui.
8060,I guarantee it.,Eu garanto.
8061,I had fun here.,Eu me diverti aqui.
8062,I hate Mondays.,Eu odeio as segundas.
8063,I hate Sundays.,Odeio domingos.
8064,I hate carrots.,Eu detesto cenoura.
8065,I hate dancing.,Eu odeio dançar.
8066,I hate insects.,Eu odeio insetos.
8067,I hate karaoke.,Odeio karaokê.
8068,I hate my boss.,Eu detesto meu chefe.
8069,I hate my boss.,Eu detesto o meu chefe.
8070,I hate my hair.,Eu detesto meu cabelo.
8071,I hate my life.,Odeio minha vida.
8072,I hate my life.,Eu odeio a minha vida.
8073,I hate parties.,Eu odeio festas.
8074,I hate riddles.,Eu detesto charadas.
8075,I hate secrets.,Eu odeio segredos.
8076,I hate spiders.,Eu odeio aranhas.
8077,I hate tattoos.,Eu odeio tatuagens.
8078,I hate tattoos.,Odeio tatuagens.
8079,I hate to lose.,Odeio perder.
8080,I hate to lose.,Eu odeio perder.
8081,I hate to wait.,Odeio esperar.
8082,I hate to wait.,Eu odeio esperar.
8083,I hate working.,Eu odeio trabalhar.
8084,I have a cough.,Eu estou com tosse.
8085,I have a cough.,Estou com tosse.
8086,I have a dream.,Eu tenho um sonho.
8087,I have a fever.,Estou com febre.
8088,I have a flute.,Eu tenho uma flauta.
8089,I have a house.,Tenho uma casa.
8090,I have a house.,Eu tenho uma casa.
8091,I have a radio.,Eu tenho um rádio.
8092,I have a radio.,Tenho um rádio.
8093,I have a truck.,Eu tenho um caminhão.
8094,I have a truck.,Tenho um caminhão.
8095,I have amnesia.,Eu tenho amnésia.
8096,I have an idea.,Eu tenho uma ideia.
8097,I have an idea.,Tenho uma ideia.
8098,I have changed.,Eu mudei.
8099,I have company.,Eu tenho companhia.
8100,I have done it.,Eu o fiz.
8101,I have friends.,Tenho amigos.
8102,I have had fun.,Tenho me divertido.
8103,I have hiccups.,Eu tenho soluços.
8104,I have hiccups.,Tenho soluços.
8105,I have no clue.,Não faço ideia.
8106,I have no food.,Não tenho comida nenhuma.
8107,I have no home.,Não tenho lar.
8108,I have no home.,Não tenho casa.
8109,I have no idea.,Não faço ideia.
8110,I have no idea.,Não tenho ideia.
8111,I have no kids.,Eu não tenho filhos.
8112,I have no kids.,Não tenho filhos.
8113,I have no time.,Não tenho tempo.
8114,I have no time.,Eu não tenho tempo.
8115,I have no wife.,Eu não tenho esposa.
8116,I have nothing.,Eu não tenho nada.
8117,I have nothing.,Não tenho nada.
8118,I have one kid.,Eu tenho um filho.
8119,I have sisters.,Eu tenho irmãs.
8120,I have sisters.,Tenho irmãs.
8121,I have the key.,Eu estou com a chave.
8122,I have to help.,Eu tenho que ajudar.
8123,I have to know.,Eu tenho que saber.
8124,I have to stay.,Eu tenho de ficar.
8125,I heard voices.,Eu ouvi vozes.
8126,I heard voices.,Escutei vozes.
8127,I hiccup a lot.,Eu soluço muito.
8128,I hurried home.,Corri para casa.
8129,I hurried home.,Eu corri para casa.
8130,I hurt my back.,Eu machuquei as costas.
8131,I hurt my foot.,Eu machuquei o meu pé.
8132,I hurt my foot.,Machuquei o pé.
8133,I hurt my knee.,Eu machuquei o meu joelho.
8134,I hurt my knee.,Aleijei-me no joelho.
8135,I hurt my knee.,Machuquei o joelho.
8136,I just arrived.,Acabei de chegar.
8137,I just arrived.,Eu acabei de chegar.
8138,I just met him.,Acabei de conhecê-lo.
8139,I kept my word.,Eu mantive a minha palavra.
8140,I know the way.,Eu conheço o caminho.
8141,I like blondes.,Eu gosto de loiras.
8142,I like castles.,Eu gosto de castelos.
8143,I like chicken.,Eu gosto de frango.
8144,I like cookies.,Gosto de biscoitos.
8145,I like cookies.,Adoro biscoitos.
8146,I like cookies.,Eu gosto de biscoitos.
8147,I like cooking.,Eu gosto de cozinhar.
8148,I like cooking.,Eu gosto de fazer comida.
8149,I like driving.,Eu gosto de dirigir.
8150,I like driving.,Gosto de dirigir.
8151,I like fishing.,Eu gosto de pescar.
8152,I like fishing.,Gosto de pescar.
8153,I like flowers.,Eu gosto de flores.
8154,I like history.,Eu gosto de história.
8155,I like it here.,Eu gosto daqui.
8156,I like jogging.,Eu gosto de correr.
8157,I like lasagna.,Eu gosto de lasanha.
8158,I like lobster.,Eu gosto de lagosta.
8159,I like mahjong.,Eu gosto de Mahjong.
8160,I like my bike.,Eu gosto da minha bicicleta.
8161,I like my life.,Gosto da minha vida.
8162,I like my life.,Eu gosto da minha vida.
8163,I like picnics.,Eu gosto de picnic.
8164,I like picnics.,Gosto de picnic.
8165,I like puzzles.,Eu gosto de quebra-cabeças.
8166,I like reading.,Eu gosto de ler.
8167,I like reading.,Gosto de ler.
8168,I like running.,Eu gosto de correr.
8169,I like sashimi.,Eu gosto de sashimi.
8170,I like seafood.,Eu gosto de peixe.
8171,I like seafood.,Eu gosto de frutos do mar.
8172,I like singing.,Eu gosto de cantar.
8173,I like singing.,Gosto de cantar.
8174,I like stories.,Eu gosto de histórias.
8175,I like surfing.,Eu gosto de surfar.
8176,I like talking.,Eu gosto de falar.
8177,I like talking.,Gosto de falar.
8178,I like the sun.,Eu gosto do Sol.
8179,I like to cook.,Eu gosto de cozinhar.
8180,I like to cook.,Eu gosto de fazer comida.
8181,I like to draw.,Eu gosto de desenhar.
8182,I like to draw.,Gosto de desenhar.
8183,I like to fish.,Eu gosto de pescar.
8184,I like to fish.,Gosto de pescar.
8185,I like to hunt.,Eu gosto de caçar.
8186,I like to read.,Eu gosto de ler.
8187,I like to sail.,Eu gosto de velejar.
8188,I like to sing.,Eu adoro cantar.
8189,I like to sing.,Eu gosto de cantar.
8190,I like to sing.,Gosto de cantar.
8191,I like to swim.,Eu gosto de nadar.
8192,I like to walk.,Eu gosto de passear.
8193,I like walking.,Eu gosto de passear.
8194,I like walking.,Gosto de passear.
8195,I like writing.,Eu gosto de escrever.
8196,I like writing.,Gosto de escrever.
8197,I live in town.,Moro na cidade.
8198,I live in town.,Eu vivo na cidade.
8199,I live in town.,Eu moro na cidade.
8200,I live in town.,Vivo na cidade.
8201,I lost the bet.,Eu perdi a aposta.
8202,I lost the bet.,Perdi a aposta.
8203,I love Harvard.,Eu adoro Harvard.
8204,I love animals.,Gosto muito de animais.
8205,I love camping.,Eu adoro acampar.
8206,I love dancing.,Eu adoro dançar.
8207,I love dessert.,Eu adoro sobremesa.
8208,I love fishing.,Eu amo pescar.
8209,I love flowers.,Eu adoro flores.
8210,I love lasagna.,Eu amo lasanha.
8211,I love lasagna.,Adoro lasanha.
8212,I love lizards.,Eu amo lagartos.
8213,I love lizards.,Amo lagartos.
8214,I love my city.,Amo minha cidade.
8215,I love my city.,Eu amo minha cidade.
8216,I love my city.,Eu adoro minha cidade.
8217,I love my home.,Eu amo a minha casa.
8218,I love my home.,Amo a minha casa.
8219,I love my iPod.,Eu adoro meu iPod.
8220,I love my kids.,Eu amo os meus filhos.
8221,I love my life.,Eu adoro minha vida.
8222,I love my wife.,Eu amo a minha mulher.
8223,I love my wife.,Eu amo a minha esposa.
8224,I love my work.,Eu adoro o meu trabalho.
8225,I love parties.,Eu adoro festas.
8226,I love reading.,Eu amo ler.
8227,I love the sun.,Amo o sol.
8228,I love to fish.,Eu adoro pescar.
8229,I love to read.,Eu adoro ler.
8230,I love to swim.,Eu adoro nadar.
8231,I made Tom cry.,Eu fiz o Tom chorar.
8232,I made Tom cry.,Fiz o Tom chorar.
8233,I made cookies.,Eu fiz biscoitos.
8234,I made her cry.,Eu a fiz chorar.
8235,I may be right.,Eu posso estar certo.
8236,I mean no harm.,Não tenho má intenção alguma.
8237,I miss college.,Sinto saudades da escola.
8238,I miss college.,Eu sinto saudades da escola.
8239,I miss college.,Sinto falta da faculdade.
8240,I miss college.,Sinto saudade da universidade.
8241,I miss my kids.,Estou com saudade de meus filhos.
8242,I miss my wife.,Sinto saudades da minha esposa.
8243,I miss my wife.,Eu sinto saudades da minha esposa.
8244,I miss my wife.,Eu sinto saudades de minha esposa.
8245,I miss my wife.,Sinto saudades de minha esposa.
8246,I must buy one.,Eu tenho que comprar um.
8247,I must decline.,Eu devo recusar.
8248,I must go back.,Preciso voltar.
8249,I must go back.,Preciso retornar.
8250,I must go back.,Tenho de voltar.
8251,I must go back.,Tenho de retornar.
8252,I need Tom now.,Eu preciso do Tom agora.
8253,I need Tom now.,Preciso do Tom agora.
8254,I need a drink.,Eu preciso de uma bebida.
8255,I need a favor.,Preciso de um favor.
8256,I need a favor.,Eu preciso de um favor.
8257,I need a knife.,Preciso de uma faca.
8258,I need a raise.,Preciso de um aumento.
8259,I need a raise.,Eu preciso de um aumento.
8260,I need a ruler.,Preciso de uma régua.
8261,I need a snack.,Preciso de um lanche.
8262,I need a stamp.,Preciso de um selo.
8263,I need answers.,Eu preciso de respostas.
8264,I need friends.,Eu preciso de amigos.
8265,I need friends.,Preciso de amigos.
8266,I need my coat.,Preciso do meu casaco.
8267,I need my keys.,Preciso das minhas chaves.
8268,I need my keys.,Eu preciso das minhas chaves.
8269,I need surgery.,Preciso de cirurgia.
8270,I need to know.,Preciso saber.
8271,I need to rest.,Preciso descansar.
8272,I need to rest.,Eu preciso descansar.
8273,I need you now.,Preciso de você agora.
8274,I need you now.,Eu preciso de você agora.
8275,I need you now.,Preciso de vocês agora.
8276,I need you now.,Eu preciso de vocês agora.
8277,I needed money.,Eu precisava de dinheiro.
8278,I needed money.,Eu estava precisando de dinheiro.
8279,I never go out.,Eu nunca saio.
8280,I often hiccup.,Eu soluço de vez em quando.
8281,I owe Tom $300.,Eu devo ao Tom $ 300.
8282,I owe Tom $300.,Estou devendo trezentos dólares ao Tom.
8283,I owe Tom $300.,Estou devendo ao Tom trezentos dólares.
8284,I paid in cash.,Paguei à vista.
8285,I promised Tom.,Prometi ao Tomás.
8286,I quit smoking.,Eu parei de fumar.
8287,I raise cattle.,Eu crio gado.
8288,I raise cattle.,Crio gado.
8289,I ran into Tom.,Eu esbarrei com o Tom.
8290,I really tried.,Eu realmente tentei.
8291,I recommend it.,Eu recomendo.
8292,I remember Tom.,Eu me lembro de Tom.
8293,I remember now.,Agora eu me lembro.
8294,I remember now.,Agora estou lembrado.
8295,I said get out!,Eu disse: sai fora!
8296,I said get out!,Eu disse para você cair fora!
8297,I said get out.,Eu te disse que saísse.
8298,I said go away.,Eu disse: vá embora.
8299,I said go away.,Eu disse para você ir embora.
8300,I said go away.,Eu disse: vão embora.
8301,I said go away.,Eu disse para vocês irem embora.
8302,I said go away.,Eu disse: vai embora.
8303,I said go home.,Eu disse: vá para casa.
8304,I said go home.,Eu disse para você ir para casa.
8305,I said go home.,Eu disse para vocês irem para casa.
8306,I said go home.,Eu disse: vai para casa.
8307,I said go home.,Eu disse: vão para casa.
8308,I said goodbye.,Eu me despedi.
8309,I said goodbye.,Eu disse adeus.
8310,I said not now.,Eu disse agora não.
8311,I said stop it!,Eu mandei parar!
8312,I saw five men.,Eu vi cinco homens.
8313,I saw five men.,Vi cinco homens.
8314,I saw him jump.,Vi-o pular.
8315,I saw him jump.,Vi-a pular.
8316,I saw him jump.,Vi-o saltar.
8317,I saw him jump.,Vi-a saltar.
8318,I saw him jump.,Eu o vi pular.
8319,I saw it first.,Eu vi primeiro.
8320,I saw it on TV.,Eu vi na TV.
8321,I saw the cook.,Eu vi a cozinheira.
8322,I saw the news.,Vi as notícias.
8323,I see a church.,Eu vejo uma igreja.
8324,I see a church.,Estou vendo uma igreja.
8325,I see your pen.,Vejo a tua caneta.
8326,I see your pen.,Estou vendo a tua caneta.
8327,I sell flowers.,Eu vendo flores.
8328,I sell flowers.,Vendo flores.
8329,I sold the car.,Eu vendi o carro.
8330,I speak French.,Eu falo francês.
8331,I speak French.,Falo francês.
8332,I started that.,Eu comecei isso.
8333,I study Korean.,Estudo coreano.
8334,I study abroad.,Estudo no exterior.
8335,I study abroad.,Estudo no estrangeiro.
8336,I swore at Tom.,Eu jurei ao Tom.
8337,I swore at Tom.,Eu xinguei o Tom.
8338,I swore at Tom.,Eu disse palavrões ao Tom.
8339,I teach French.,Eu ensino francês.
8340,I teach French.,Ensino francês.
8341,I think we can.,Acho que podemos.
8342,I think we can.,Eu acho que podemos.
8343,I threw it out.,Eu joguei fora.
8344,I took her arm.,Eu peguei o braço dela.
8345,I took her arm.,Tomei-a pelo braço.
8346,I took the job.,Eu aceitei o emprego.
8347,I took the job.,Eu aceitei o trabalho.
8348,I travel a lot.,Eu viajo muito.
8349,I trusted them.,Eu confiei neles.
8350,I trusted them.,Eu confiei nelas.
8351,I turned right.,Virei à direita.
8352,I turned right.,Dobrei à direita.
8353,I usually walk.,Eu normalmente vou andando.
8354,I walked alone.,Eu caminhei sozinho.
8355,I walked alone.,Eu caminhei sozinha.
8356,I walked alone.,Eu caminhei só.
8357,I want a chair.,Quero uma cadeira.
8358,I want a knife.,Eu quero uma faca.
8359,I want a knife.,Quero uma faca.
8360,I want a puppy.,Quero um cachorrinho.
8361,I want a raise.,Eu quero um aumento.
8362,I want a raise.,Quero um aumento.
8363,I want another.,Quero outro.
8364,I want justice.,Eu quero justiça.
8365,I want popcorn.,Eu quero pipoca.
8366,I want to help.,Eu quero ajudar.
8367,I want to know.,Quero saber.
8368,I want to live.,Eu quero viver.
8369,I want to play.,Eu quero jogar.
8370,I want to quit.,Eu quero desistir.
8371,I want to quit.,Eu quero parar.
8372,I want to rest.,Eu quero descansar.
8373,I want to rest.,Quero descansar.
8374,I want to stay.,Quero ficar.
8375,I want to stay.,Eu quero ficar.
8376,I want to vote.,Eu quero votar.
8377,I want to work.,Quero trabalhar.
8378,I wanted money.,Eu queria dinheiro.
8379,I was a doctor.,Eu era médico.
8380,I was an idiot.,Eu fui um idiota.
8381,I was an idiot.,Eu era um idiota.
8382,I was arrested.,Eu fui preso.
8383,I was arrested.,Eu fui presa.
8384,I was barefoot.,Eu estava descalço.
8385,I was barefoot.,Eu estava descalça.
8386,I was bluffing.,Eu estava blefando.
8387,I was cleaning.,Eu estava limpando.
8388,I was coughing.,Eu estava tossindo.
8389,I was deported.,Eu fui deportado.
8390,I was deported.,Eu fui deportada.
8391,I was discreet.,Eu fui discreto.
8392,I was dreaming.,Eu estava sonhando.
8393,I was impolite.,Fui mal-educado.
8394,I was inspired.,Eu estava inspirado.
8395,I was on leave.,Eu estava de licença.
8396,I was outdoors.,Eu estava fora.
8397,I was punctual.,Eu fui pontual.
8398,I was restless.,Eu estava ansioso.
8399,I was restless.,Eu estava ansiosa.
8400,I was speaking.,Eu estava falando.
8401,I was starving.,Eu estava morrendo de fome.
8402,I was studying.,Eu estava estudando.
8403,I was sweating.,Eu estava transpirando.
8404,I was sweating.,Eu estava suando.
8405,I was thinking.,Eu estava pensando.
8406,I was to blame.,A culpa foi minha.
8407,I was upstairs.,Eu estava lá em cima.
8408,I was welcomed.,Recebi as boas-vindas.
8409,I was with Tom.,Eu estava com Tom.
8410,I wasn't drunk.,Eu não estava bêbado.
8411,I wasn't drunk.,Não estava bêbado.
8412,I wasn't fired.,Eu não fui demitido.
8413,I wasn't happy.,Eu não estava feliz.
8414,I wasn't happy.,Não estava feliz.
8415,I wasn't hired.,Eu não fui contratado.
8416,I wasn't lucky.,Não era sortudo.
8417,I wasn't lucky.,Eu não era sortudo.
8418,I wasn't lying.,Eu não estava mentindo.
8419,I wasn't ready.,Eu não estava preparado.
8420,I wasn't ready.,Eu não estava pronto.
8421,I wasn't there.,Eu não estava aí.
8422,I wasn't wrong.,Eu não estava errado.
8423,I went fishing.,Eu fui pescar.
8424,I went on foot.,Fui a pé.
8425,I will prosper.,Vou prosperar.
8426,I will sue you.,Eu vou te processar.
8427,I will survive.,Eu vou sobreviver.
8428,I wish I could.,"Ah, se eu pudesse."
8429,I wish I could.,Eu queria poder.
8430,I wish I could.,Quem me dera poder.
8431,I wish I could.,Quem dera que eu pudesse.
8432,I won't forget.,Eu não vou esquecer.
8433,I won't forget.,Não vou esquecer.
8434,I work at home.,Eu trabalho em casa.
8435,I work for Tom.,Eu trabalho para o Tom.
8436,I work for Tom.,Trabalho para o Tom.
8437,I wrote to Tom.,Escrevi para o Tom.
8438,I'd be honored.,Eu ficaria honrado.
8439,I'd be honored.,Eu ficaria honrada.
8440,I'd better run.,É melhor eu correr.
8441,I'd like a hug.,Abraça-me.
8442,I'd like to go.,Gostaria de ir.
8443,I'd rather die.,Eu prefiro morrer.
8444,I'll ask later.,Eu perguntarei mais tarde.
8445,I'll ask later.,Eu vou perguntar mais tarde.
8446,I'll be around.,Eu estarei por perto.
8447,I'll be direct.,Serei direto.
8448,I'll change it.,Eu vou mudar.
8449,I'll come back.,Eu voltarei.
8450,I'll come back.,Eu vou voltar.
8451,I'll cooperate.,Cooperarei.
8452,I'll do better.,Farei melhor.
8453,I'll do it now.,Eu vou fazer isso agora.
8454,I'll eat later.,Vou comer mais tarde.
8455,I'll find them.,Eu irei encontrá-los.
8456,I'll find them.,Eu irei encontrá-las.
8457,I'll find them.,Irei encontrá-los.
8458,I'll find them.,Irei encontrá-las.
8459,I'll get these.,Eu vou ficar com esses.
8460,I'll go by car.,Irei de carro.
8461,I'll guide you.,Eu vou te guiar.
8462,I'll guide you.,Eu vou guiar você.
8463,I'll make soup.,Vou fazer sopa.
8464,I'll make soup.,Eu vou fazer sopa.
8465,I'll make sure.,Eu vou me certificar.
8466,I'll make sure.,Vou me certificar.
8467,I'll miss that.,Sentirei falta disso.
8468,I'll miss that.,Vou sentir falta disso.
8469,I'll move soon.,Vou me mudar logo.
8470,I'll need help.,Eu vou precisar de ajuda.
8471,I'll need help.,Vou precisar de ajuda.
8472,I'll need that.,Eu vou precisar disso.
8473,I'll pay later.,Eu vou pagar depois.
8474,I'll phone Tom.,Eu vou ligar para o Tom.
8475,I'll phone Tom.,Vou ligar para o Tom.
8476,I'll phone you.,Eu te ligo.
8477,I'll phone you.,Eu vou ligar para você.
8478,I'll shoot you.,Eu vou atirar em você!
8479,I'll shoot you.,Vou atirar em você!
8480,I'll stay here.,Eu vou ficar aqui.
8481,I'll stay here.,Vou ficar aqui.
8482,I'll stay home.,Vou ficar em casa.
8483,I'll stay home.,Ficarei em casa.
8484,I'll teach Tom.,Eu vou ensinar o Tom.
8485,I'll teach you.,Te ensinarei.
8486,I'll teach you.,Eu vou lhe ensinar.
8487,I'll treat you.,Você é meu convidado.
8488,I'll trust you.,Eu vou confiar em você.
8489,I'll trust you.,Vou confiar em você.
8490,I'll try again.,Eu vou tentar de novo.
8491,I'll wait here.,Eu vou esperar aqui.
8492,I'm OK with it.,Estou ben com isso.
8493,I'm Tom's boss.,Sou patrão do Tom.
8494,I'm Tom's boss.,Sou patroa do Tom.
8495,I'm Tom's wife.,Sou esposa de Tom.
8496,I'm a beginner.,Eu sou iniciante.
8497,I'm a busy man.,Sou um homem ocupado.
8498,I'm a busy man.,Eu sou um homem ocupado.
8499,I'm a diabetic.,Sou diabética.
8500,I'm a diabetic.,Eu sou diabético.
8501,I'm a free man.,Sou um homem livre.
8502,I'm a free man.,Eu sou um homem livre.
8503,I'm a gardener.,Eu sou jardineiro.
8504,I'm a merchant.,Eu sou um comerciante.
8505,I'm a musician.,Sou músico.
8506,I'm a nice guy.,Sou um garoto bom.
8507,I'm a pacifist.,Sou um pacifista.
8508,I'm a prisoner.,Eu sou prisioneiro.
8509,I'm a real man.,Eu sou um homem de verdade.
8510,I'm a salesman.,Sou vendedor.
8511,I'm a surveyor.,Eu sou um agrimensor.
8512,I'm a surveyor.,Sou um inspetor.
8513,I'm a surveyor.,Sou um agrimensor.
8514,I'm afraid not.,"Infelizmente, não."
8515,I'm against it.,Eu sou contra.
8516,I'm against it.,Sou contra.
8517,I'm alone here.,Eu estou sozinho aqui.
8518,I'm an atheist.,Eu sou ateu.
8519,I'm an old man.,Eu sou um homem velho.
8520,I'm at the gym.,Estou na academia.
8521,I'm behind him.,Eu estou na cola dele.
8522,I'm behind him.,Estou atrás dele.
8523,I'm behind you.,Estou atrás de você.
8524,I'm behind you.,Eu estou atrás de você.
8525,I'm being used.,Estou sendo usado.
8526,I'm bored here.,Estou entediado aqui.
8527,"I'm bored, too.",Estou muito entediado também.
8528,"I'm bored, too.",Eu estou muito entediado também.
8529,I'm bummed out.,Estou chateado.
8530,I'm bummed out.,Eu estou chateado.
8531,I'm busy today.,Hoje estou ocupado.
8532,I'm busy today.,Hoje estou ocupada.
8533,I'm closing up.,Estou fechando.
8534,I'm closing up.,Eu estou fechando.
8535,I'm dead tired.,Estou morto de cansaço.
8536,I'm dehydrated.,Estou desidratado.
8537,I'm diplomatic.,Eu sou diplomático.
8538,I'm diplomatic.,Sou diplomático.
8539,I'm doing fine.,Estou bem.
8540,I'm doing fine.,Eu vou bem.
8541,I'm doing fine.,Eu estou bem.
8542,I'm doing fine.,Eu estou indo bem.
8543,I'm doing okay.,Estou bem.
8544,I'm doing okay.,Eu vou bem.
8545,I'm doing okay.,Eu estou bem.
8546,I'm doing well.,Eu vou bem.
8547,I'm easy-going.,Sou descontraído.
8548,I'm eating now.,Eu estou comendo agora.
8549,I'm eating now.,Estou comendo agora.
8550,I'm exercising.,Estou fazendo exercícios físicos.
8551,I'm exercising.,Eu estou me exercitando.
8552,I'm fascinated.,Estou fascinado.
8553,I'm feeling it.,Estou sentindo.
8554,I'm free today.,Hoje estou livre.
8555,I'm going bald.,Eu estou ficando careca.
8556,I'm going home.,Vou para casa.
8557,"I'm going, too.",Eu também estou indo.
8558,"I'm going, too.",Também estou indo.
8559,"I'm happy, Tom.","Eu estou feliz, Tom."
8560,"I'm happy, Tom.","Estou feliz, Tom."
8561,"I'm happy, too.",Eu também estou feliz.
8562,I'm having fun.,Eu estou me divertindo.
8563,I'm in a hurry.,Estou com pressa.
8564,I'm in control.,Eu estou no controle.
8565,I'm in control.,Estou no controle.
8566,I'm in the car.,Estou no carro.
8567,I'm in trouble.,Estou em apuros.
8568,I'm in trouble.,Eu estou em apuros.
8569,I'm inflexible.,Eu sou inflexível.
8570,I'm interested.,Sou interessado.
8571,I'm interested.,Estou interessado.
8572,I'm invincible.,Sou invencível.
8573,I'm just tired.,Só estou cansado.
8574,I'm just tired.,Eu só estou cansado.
8575,I'm mad at you.,Estou com raiva de você.
8576,I'm making tea.,Eu estou fazendo chá.
8577,I'm meditating.,Estou meditando.
8578,I'm never late.,Eu nunca me atraso.
8579,I'm not a baby.,Eu não sou um bebê.
8580,I'm not a fool.,Eu não sou idiota.
8581,I'm not a fool.,Não sou idiota.
8582,I'm not a liar.,Eu não sou mentiroso.
8583,I'm not a liar.,Não sou mentiroso.
8584,I'm not a poet.,Não sou poeta.
8585,I'm not a snob.,Eu não sou esnobe.
8586,I'm not afraid.,Não estou com medo.
8587,I'm not asleep.,Eu não estou dormindo.
8588,I'm not asleep.,Não estou dormindo.
8589,I'm not biased.,Eu não sou preconceituoso.
8590,I'm not biased.,Não sou preconceituoso.
8591,I'm not crying.,Não estou chorando.
8592,I'm not family.,Não sou parte da família.
8593,I'm not family.,Não sou da família.
8594,I'm not family.,Eu não sou parte da família.
8595,I'm not famous.,Eu não sou famoso.
8596,I'm not famous.,Não sou famoso.
8597,I'm not greedy.,Não sou ganancioso.
8598,I'm not greedy.,Eu não sou ganancioso.
8599,I'm not guilty.,Eu não sou culpado.
8600,I'm not guilty.,Eu não sou culpada.
8601,I'm not hungry.,Não tenho fome.
8602,I'm not hungry.,Não estou com fome.
8603,I'm not hungry.,Estou sem fome.
8604,I'm not hungry.,Eu não estou com fome.
8605,I'm not joking.,Eu não estou brincando.
8606,I'm not joking.,Não estou brincando.
8607,I'm not racist.,Eu não sou racista.
8608,I'm not scared.,Não estou com medo.
8609,I'm not skinny.,Eu não sou magro.
8610,I'm not skinny.,Não sou magro.
8611,I'm not sleepy.,Não tenho sono.
8612,I'm not so old.,Eu não sou tão velho.
8613,I'm not stoned.,Eu não estou chapado.
8614,I'm not stoned.,Não estou chapado.
8615,I'm not strong.,Não sou forte.
8616,I'm not strong.,Eu não sou forte.
8617,I'm not stupid.,Não sou estúpida.
8618,I'm not stupid.,Eu não sou estúpido.
8619,I'm one of you.,Sou um de vocês.
8620,I'm one of you.,Eu sou um de vocês.
8621,I'm only human.,Sou apenas humano.
8622,I'm optimistic.,Sou otimista.
8623,I'm out of gas.,Estou sem gasolina.
8624,I'm out of gas.,Eu estou sem gasolina.
8625,I'm quite sure.,Eu tenho quase certeza.
8626,I'm quite sure.,Tenho quase certeza.
8627,I'm quite tall.,Eu sou bem alto.
8628,I'm rather shy.,Eu sou meio tímido.
8629,I'm reasonable.,Sou razoável.
8630,I'm scared now.,Estou assustado agora.
8631,I'm so ashamed.,Eu estou tão envergonhado.
8632,I'm so excited.,Estou tão animado!
8633,I'm so unlucky!,Sou tão azarado!
8634,I'm speechless.,Não tenho palavras.
8635,I'm still busy.,Ainda estou ocupado.
8636,I'm still here.,Ainda estou aqui.
8637,I'm successful.,Eu sou bem-sucedido.
8638,I'm telepathic.,Eu sou telepático.
8639,I'm telepathic.,Sou telepático.
8640,I'm the oldest.,Sou o mais velho.
8641,I'm the oldest.,Eu sou o mais velho.
8642,I'm thirty now.,Tenho trinta anos agora.
8643,I'm thirty now.,Eu tenho 30 anos agora.
8644,I'm undefeated.,Estou invicto.
8645,I'm undressing.,Estou me despindo.
8646,I'm unemployed.,Estou desempregado.
8647,I'm untalented.,Eu não sou talentoso.
8648,I'm used to it.,Eu estou acostumada.
8649,I'm used to it.,Estou acostumado.
8650,I'm used to it.,Estou acostumado a isto.
8651,I'm used to it.,Estou habituado.
8652,I'm vegetarian.,Eu sou vegetariano.
8653,I'm vegetarian.,Sou vegetariana.
8654,I'm vegetarian.,Eu sou vegetariana.
8655,I'm very angry.,Eu estou muito zangado.
8656,I'm very angry.,Estou muito zangado.
8657,I'm very happy.,Estou muito feliz.
8658,I'm very happy.,Eu sou muito feliz.
8659,I'm very lucky.,Sou muito sortudo.
8660,I'm very quick.,Eu sou muito rápido.
8661,I'm very quick.,Sou muito rápido.
8662,I'm very sorry.,Eu sinto muito.
8663,I'm very tired.,Estou muito cansado.
8664,I'm very tired.,Estou bem cansado.
8665,I'm very tired.,Estou muito cansada.
8666,I'm very upset.,Estou muito chateado.
8667,I'm wide awake.,Estou bem acordado.
8668,I'm wide awake.,Eu estou bem acordado.
8669,I've been hurt.,Eu me machuquei.
8670,I've been hurt.,Me machuquei.
8671,I've been shot.,Eu fui baleado.
8672,I've forgotten.,Eu me esqueci.
8673,I've forgotten.,Eu esqueci.
8674,I've forgotten.,Me esqueci.
8675,I've found Tom.,Encontrei o Tom.
8676,I've got a son.,Eu tenho um filho.
8677,I've got a son.,Tenho filho.
8678,I've got money.,Eu tenho dinheiro.
8679,I've got plans.,Eu tenho planos.
8680,I've got plans.,Eu já tenho planos.
8681,I've lost hope.,Eu perdi a esperança.
